commodity,risk_index,spatial_volatility,integration_score,number_of_markets,fragmentation,cv,norm_risk_index,norm_fragmentation,norm_spatial_volatility,norm_number_of_markets,norm_inverted_integration,composite_risk,composite_rank,risk_category
Kartali (Kantola),0.170877537168824,2189.13,0.8497998413016409,4,0.6723259762308998,0.297335191148733,0.24232079826498412,0.025074109000447473,0.14492568448328025,0.003629764065335753,0.22530023804753874,0.14210791573992754,89,Moderately Stable
Copra,0.1923558185634016,2285.53,0.894076073955933,5,0.5170228152517619,0.1944501408546338,0.27338632947296304,0.019282144203347944,0.15130759692529522,0.005444646098003629,0.15888588906610057,0.1414753022475004,90,Moderately Stable
Little gourd (Kundru),0.1368464080522132,1063.22,0.8021985059192411,37,1.9150737540368328,0.3433621756484759,0.19309921092319002,0.0714218545025016,0.07038772766181689,0.06352087114337568,0.2967022411211383,0.1407201957174541,91,Moderately Stable
Water Melon,0.1311170842184242,943.01,0.7805916295642442,37,1.8178550029958056,0.4181128865217051,0.1848124916513155,0.06779612286833832,0.06242953580855321,0.06352087114337568,0.32911255565363373,0.14059765583657252,92,Moderately Stable
Elephant Yam (Suran),0.1245326541267072,1502.54,0.8625543345907565,115,1.3936133667599786,0.2104900786984786,0.17528897276527325,0.05197421295324078,0.09947177096084192,0.20508166969147004,0.20616849811386528,0.13690804094628733,93,Moderately Stable
Duster Beans,0.1144302001188259,2545.58,0.7903069854296586,2,0.6666666666666666,0.4714045207910317,0.16067709137246128,0.02486304747687468,0.168523533964154,0.0,0.31453952185551215,0.13530452435211468,94,Moderately Stable
Green Gram (Moong)(Whole),0.1605472386487145,1498.03,0.8795324140887608,58,1.006945822583846,0.1948877635053592,0.22737936951802587,0.03755361269031419,0.09917319808622069,0.10163339382940108,0.18070137886685889,0.13470539985819938,95,Moderately Stable
Amla(Nelli Kai),0.1250744369418083,1543.57,0.8519337708098252,80,1.4978468451600824,0.2312024181559033,0.17607259090684016,0.055861555836453136,0.10218805589337174,0.14156079854809436,0.2220993437852622,0.13469575883243845,96,Moderately Stable
Cummin Seed(Jeera),0.2348296064715047,1372.66,0.961753725704057,27,0.2499979871337589,0.0596805971876434,0.33481912102365796,0.009323567734844631,0.09087340179104003,0.045372050816696916,0.05736941144391461,0.1340939253972734,97,Moderately Stable
Custard Apple (Sharifa),0.1215139351742723,1602.01,0.8139472952505358,37,1.317507418397626,0.3517770467336465,0.1709227897312499,0.04913587424213216,0.10605692480531524,0.06352087114337568,0.27907905712419645,0.1329861361239381,98,Moderately Stable
Tinda,0.1131332601734129,1483.38,0.7763133110956639,11,1.4656381486676016,0.4577041669225302,0.15880123698686438,0.054660346311361935,0.09820333276178585,0.01633393829401089,0.3355300333565042,0.13290902305913369,99,Moderately Stable
Knool Khol,0.1044026601272713,1392.34,0.815259320908221,78,1.4556765163297043,0.3377993571831058,0.14617356332828824,0.054288831504715473,0.0921762652439327,0.13793103448275862,0.27711101863766874,0.13121928616737805,100,Moderately Stable
Squash(Chappal Kadoo),0.1006400257067203,804.33,0.7370997926224157,9,1.828125,0.56554352400064,0.1407314036476095,0.06817913800299229,0.053248585419978164,0.012704174228675135,0.3943503110663765,0.13033688676185054,101,Moderately Stable
Tender Coconut,0.1070520004659697,917.71,0.8191037568113517,65,1.838088088088088,0.2985550610410029,0.15000548839996417,0.06855070710121793,0.06075461480458041,0.11433756805807621,0.2713443647829724,0.1264256577794633,102,Moderately Stable
Cowpea (Lobia/Karamani),0.1058856905294805,2196.53,0.8273727834858923,7,1.032537960954447,0.3335301185390567,0.14831857327558517,0.03850806051732869,0.14541558232633947,0.009074410163339383,0.25894082477116165,0.12295426830928381,103,Moderately Stable
Mataki,0.1505861199227227,2079.6,0.8761368144774547,2,0.3552146868772269,0.2511747138679432,0.2129719111667816,0.0132475794364675,0.13767453438189123,0.0,0.18579477828381796,0.1226075918281023,104,Moderately Stable
Wheat,0.0957880668724141,207.94,0.9365664757378678,316,0.7471524810292128,0.0781501175331327,0.1337136783548856,0.027864731412441043,0.013766129389964639,0.5698729582577132,0.09515028639319845,0.12109335102231997,105,Moderately Stable
Tube Rose(Loose),0.1313251426267319,1900.29,0.8601864414400229,9,0.703125,0.2672286152576104,0.18511342098814768,0.02622274538576627,0.12580378002527606,0.012704174228675135,0.2097203378399658,0.11997893674680346,106,Moderately Stable
Groundnut,0.135785521541408,980.02,0.8911508471696705,95,0.8299725660248549,0.1787674203576872,0.19156477702673014,0.030953470970369212,0.06487968704796165,0.16878402903811252,0.16327372924549433,0.11955320055083907,107,Moderately Stable
Pointed gourd (Parval),0.0854924195916799,1120.36,0.8180687228141992,61,1.8328031106398024,0.3019694950761773,0.11882236810383645,0.06835360613340151,0.0741705334391689,0.10707803992740471,0.27289691577870123,0.11921156001188075,108,Moderately Stable
Chikoos(Sapota),0.115486782911367,1088.53,0.8436320447289145,43,1.393296089385475,0.261489836252641,0.16220530050207002,0.05196238022960234,0.07206331068990193,0.07441016333938293,0.23455193290662824,0.1186886536159345,109,Moderately Stable
Corriander seed,0.1533181165092568,1116.71,0.8884560323003721,23,0.9967679379444084,0.1732452041078301,0.2169233877146442,0.03717403284680745,0.0739288946382005,0.038112522686025406,0.1673159515494419,0.11806494845475407,110,Moderately Stable
Round gourd,0.0944799637940167,840.13,0.7663673814557425,7,1.363251481795089,0.4979621054823128,0.1318216779541707,0.05084187947218659,0.05561863174180529,0.009074410163339383,0.35044892781638637,0.11685547979145082,111,Moderately Stable
Peas(Dry),0.0779653258851718,1965.03,0.8084675183827308,11,1.4002763703362506,0.3620502548696414,0.10793540931280662,0.05222270681462393,0.13008972412793215,0.01633393829401089,0.28729872242590393,0.11618244651637107,112,Moderately Stable
Jowar(Sorghum),0.1227651344304894,758.19,0.8422973918108445,39,1.2936634447935575,0.2724560866450037,0.17273248617890077,0.048246623470499204,0.05019400616609258,0.06715063520871142,0.23655391228373335,0.11611835331794468,113,Moderately Stable
Cotton,0.1683466621227708,851.62,0.919114209473158,52,0.6031834683049427,0.1284205998985249,0.23866021777987556,0.02249546881459759,0.0563792974467716,0.09074410163339382,0.12132868579026301,0.1157715050588452,114,Moderately Stable
Turnip,0.1166575293977375,1455.92,0.8430163527006129,17,0.8696711327649209,0.3014696291954707,0.16389863251690043,0.03243401199480242,0.09638541454956871,0.027223230490018145,0.2354754709490806,0.11459881935504838,115,Moderately Stable
Methi Seeds,0.1010336698582256,1695.74,0.8332313226061263,7,1.0051040967092009,0.3188764502946601,0.14130075854378443,0.037484926313523154,0.11226207680936154,0.009074410163339383,0.25015301609081064,0.11264426793334396,116,Moderately Stable
Sweet Potato,0.0959804352981388,1258.28,0.849395693548629,50,1.1983471074380163,0.2599749395968688,0.13399191417939105,0.04469184153901027,0.08330116999521356,0.08711433756805807,0.2259064596770567,0.1106281713459769,117,Moderately Stable
Maize,0.0840978920225957,486.48,0.8733282196908517,165,1.092702780419828,0.2044520622837168,0.11680536595539132,0.04075188166153673,0.032206149012359325,0.2958257713248639,0.19000767046372247,0.10975453770651819,118,Moderately Stable
Chow Chow,0.0864312498273589,707.67,0.8637607146272442,125,1.192269076305221,0.2220362901133992,0.12018026352617892,0.044465163974079354,0.0468494603510449,0.22323049001814882,0.2043589280591337,0.10951715033226743,119,Moderately Stable
Turmeric,0.1279466280160203,1950.49,0.9059013171863498,5,0.5402351357199529,0.1641316533600742,0.18022684048631243,0.02014783774212154,0.129127141068732,0.005444646098003629,0.14114802422047534,0.10664710803804217,120,Moderately Stable
Thondekai,0.0860608707079618,879.93,0.8549068119890784,82,1.218293308841406,0.2436385617569899,0.11964455846295541,0.04543572656772395,0.05825348770852931,0.14519056261343014,0.21763978201638257,0.10606802028632388,121,Moderately Stable
Rice,0.0786965272243664,629.18,0.8789161271867383,146,1.201806195120556,0.1822042106630796,0.10899299663111975,0.044820846730926754,0.04165323309405574,0.2613430127041742,0.1816258092198927,0.10561192994428008,122,Moderately Stable
Sponge gourd,0.0783911244362616,580.11,0.8177710351055573,44,1.7171778766997987,0.3112952771662213,0.10855127135196083,0.06404141261193894,0.038404680775283195,0.07622504537205081,0.27334344734166416,0.10488069235208433,123,Moderately Stable
Arhar (Tur/Red Gram)(Whole),0.1072639931536388,1562.2,0.8960073877468475,32,0.8164833268765606,0.1678302176473202,0.150312108158485,0.03045039558031277,0.10342140681447899,0.0544464609800363,0.15598891837972884,0.10223349656048245,124,Moderately Stable
Long Melon(Kakri),0.1113787437354344,1272.79,0.851259271253602,2,0.4390243902439024,0.3104371234477526,0.1562635579166622,0.016373226387210154,0.084261766982077,0.0,0.2231110931195971,0.10129139133615617,125,Moderately Stable
Tapioca,0.0922567380485851,615.79,0.8828570312394776,107,0.9795451294521528,0.1884976934808442,0.1286060720354158,0.03653171558896535,0.04076678280776342,0.19056261343012704,0.17571445314078382,0.10128153638354905,126,Moderately Stable
Papaya (Raw),0.0731373884287659,890.73,0.7988322454836989,8,1.0526315789473684,0.4167139312769692,0.10095242780852237,0.03925744338453897,0.05896847374975091,0.010889292196007259,0.30175163177445163,0.0982454579244101,127,Moderately Stable
Nutmeg,0.1028727218771153,2828.43,0.9325200299602732,2,0.1818181818181818,0.128564869306645,0.14396070730022162,0.00678083113005673,0.18724888597892508,0.0,0.10121995505959036,0.09751619042730424,128,Moderately Stable
Sweet Pumpkin,0.0750117556429609,556.15,0.8117318273655862,23,1.3454038997214486,0.3563109546164369,0.10366345538647784,0.05017626155152008,0.03681847100235084,0.038112522686025406,0.28240225895162074,0.09717838731563919,129,Moderately Stable
White Peas,0.0752614738284844,1174.74,0.8566903498463566,19,1.117277140335393,0.2462500123273785,0.10402464015461942,0.041668371877478474,0.07777062056154209,0.030852994555353903,0.21496447523046525,0.09250857986816903,130,Moderately Stable
Black Gram Dal (Urd Dal),0.0832685537126749,1543.43,0.902305158022832,34,0.8477460295642114,0.1502739017402859,0.11560583631540246,0.0316163246720805,0.10217878755580034,0.05807622504537205,0.14654226296575212,0.09081055152320096,131,Moderately Stable
Suva (Dill Seed),0.1355389933034852,966.82,0.927635195062819,6,0.3439616718982323,0.127780499576262,0.19120820610151767,0.012827903067946412,0.06400581521980193,0.007259528130671506,0.1085472074057715,0.09037863456533517,132,Moderately Stable
Indian Beans (Seam),0.087000237824708,1013.63,0.893765118505816,54,0.7809738068455728,0.175915298099467,0.12100323041370076,0.029126083256695554,0.06710475008920774,0.09437386569872958,0.15935232224127616,0.09034367486219004,133,Moderately Stable
Bengal Gram(Gram)(Whole),0.0813930211374735,683.54,0.9270109904236512,128,0.7995365018016726,0.0958960124468233,0.11289312319482618,0.02981837100568393,0.04525199616820443,0.22867513611615245,0.1094835143645233,0.08966296970980346,134,Moderately Stable
Kinnow,0.1166888633239125,500.0,0.872467329201916,3,0.5,0.25,0.1639439529521613,0.018647285607656012,0.0331012056121108,0.0018148820326678765,0.19129900619712592,0.08934158754282022,135,Moderately Stable
Paddy(Dhan)(Common),0.0570183685910427,294.86,0.904306833898858,150,1.0058869089409692,0.1339030158752422,0.0776383690804698,0.03751412096004906,0.01952044297357398,0.2686025408348457,0.14353974915171308,0.08496534601510954,136,Moderately Stable
Coconut Oil,0.1145408267933739,1567.69,0.9556012839702236,6,0.2040485829959514,0.0761633051741943,0.16083709842085916,0.007609904409926016,0.10378485805209996,0.007259528130671506,0.06659807404466467,0.08162624115892611,137,Moderately Stable
Jack Fruit,0.0676756317236533,687.21,0.8460104295246003,7,0.8562691131498471,0.2942196945155295,0.0930527094718449,0.03193418941983904,0.04549495901739733,0.009074410163339383,0.2309843557130996,0.08055344637329157,138,Moderately Stable
Soyabean,0.0993204927408873,343.62,0.9465758381710664,103,0.4190766950842506,0.0800025936167534,0.13882287140627333,0.015629285649497185,0.022748472544867025,0.18330308529945555,0.08013624274340059,0.08045462228468535,139,Moderately Stable
Bunch Beans,0.128200534121775,282.84,0.9143724345229894,2,0.2352941176470588,0.1663780661615406,0.18059408253456172,0.008775193227132239,0.018724689990658835,0.0,0.1284413482155159,0.07938316329761072,140,Moderately Stable
Kulthi(Horse Gram),0.1132178234574578,747.36,0.932637171120659,7,0.3360325697924123,0.1170260769906363,0.15892354674206713,0.012532190604787429,0.04947703405253426,0.009074410163339383,0.10104424331901163,0.07676959599850953,141,Moderately Stable
Groundnut (Split),0.0909026231989606,1032.38,0.9047585744252268,2,0.2644927536231884,0.1870246196616592,0.12664752161197187,0.009864143835933977,0.0683460452996619,0.0,0.14286213836215989,0.07555882225683141,142,Moderately Stable
Lentil (Masur)(Whole),0.0574269320928749,1035.76,0.9073588450444356,43,0.6599590723055935,0.1519024233279262,0.07822930286997745,0.024612890621292214,0.06856980944959977,0.07441016333938293,0.13896173243334664,0.07162125160517652,143,Moderately Stable
buttery,0.0540177060368146,1322.88,0.8774661303591771,3,0.4545454545454545,0.2405228464604173,0.0732983022701653,0.016952077825141826,0.08757784576029828,0.0018148820326678765,0.18380080446123437,0.07149468816184665,144,Stable
Sunflower,0.067945531878314,987.17,0.8916013654238534,5,0.4753557434522582,0.203582222745204,0.09344308482467768,0.017728188626787836,0.06535303428821483,0.005444646098003629,0.1625979518642201,0.0704697368511766,145,Stable
Soanf,0.1262621604028755,394.71,0.9632945905708258,7,0.1572386028318503,0.0632018642215903,0.17779047790014246,0.005864146271108603,0.026130753734312506,0.009074410163339383,0.055058114143761494,0.06919548882258056,146,Stable
White Pumpkin,0.0519512448072633,372.69,0.8395057765995165,3,0.6056754360035471,0.3304948127872585,0.07030943576649284,0.02258840568139945,0.024672976639155148,0.0018148820326678765,0.24074133510072537,0.06796721594650433,147,Stable
Ragi (Finger Millet),0.0720226485789244,691.31,0.9016704144633024,6,0.456660722828687,0.1803959348051726,0.09934010208479052,0.017030965848770334,0.04576638890341663,0.007259528130671506,0.14749437830504653,0.0660631594271372,148,Stable
Gur(Jaggery),0.0457923512692953,527.75,0.9155733636433586,76,0.8042661371087163,0.1219678795225361,0.061401399974640926,0.029994760726464925,0.03493832252358295,0.13430127041742287,0.12663995453496224,0.06533289490071172,149,Stable
Seemebadnekai,0.0803123075551942,353.55,0.8978971319253697,2,0.2857142857142857,0.2020305089104421,0.11133001202683206,0.010655591775803434,0.023405862488323548,0.0,0.15315430211194558,0.06371721936645702,150,Stable
Isabgul (Psyllium),0.1118821080039696,590.67,0.9720760112629592,4,0.1151429150618285,0.0478954407408877,0.1569916086440872,0.004294205645711986,0.03910377823781097,0.003629764065335753,0.04188598310556124,0.06263766352458411,151,Stable
Bajra(Pearl Millet/Cumbu),0.0546348200840088,206.9,0.9322725782411484,84,0.7377061552239407,0.0884814013922233,0.07419087720853228,0.02751243474197328,0.01369727888229145,0.14882032667876588,0.10159113263827757,0.06199553018812952,152,Stable
Mustard,0.0557182976322467,375.47,0.9547954973259376,109,0.398769942930205,0.0636583439661562,0.07575798609259907,0.014871954035136442,0.024857019342358486,0.1941923774954628,0.0678067540110937,0.06100703905624587,153,Stable
Mahua,0.0527761243544684,565.69,0.8908999442732293,2,0.3076923076923077,0.2175713172881684,0.07150251638806403,0.01147525268163447,0.03745004200542992,0.0,0.1636500835901561,0.05635708902643722,154,Stable
Masur Dal,0.0501985038302584,903.8,0.9383845337407648,25,0.3709615773735921,0.1015984487031291,0.06777432466889843,0.013834852965503911,0.05983373926445148,0.041742286751361164,0.0924231993888528,0.053795467078399835,155,Stable
Pepper ungarbled,0.0565842045068054,1873.83,0.9830516419442372,2,0.043318348998774,0.0306306983268385,0.07701040738928615,0.0016155392516645172,0.12405206422428315,0.0,0.02542253708364417,0.05213080043710523,156,Stable
Arhar Dal(Tur Dal),0.0498309401599087,768.16,0.962092309164428,52,0.3630132639461826,0.0507006170928926,0.06724269178531724,0.013538424024343769,0.05085404420599806,0.09074410163339382,0.0568615362533581,0.051331862984223826,157,Stable
Firewood,0.0282088845095154,106.81,0.8519854868054902,3,0.5235849056603774,0.3022918862266437,0.03596920987826264,0.019526874551413373,0.007071079542859109,0.0018148820326678765,0.2220217697917647,0.05057145118193544,158,Stable
Paddy(Dhan)(Basmati),0.0500415022077937,266.79,0.9317729176879944,25,0.4919434184422329,0.1075769393076511,0.06754724231008309,0.018346818852997895,0.01766214129051008,0.041742286751361164,0.10234062346800854,0.04790862785971381,159,Stable
Castor Seed,0.0506954044278199,454.97,0.9550693055286378,47,0.2643674707843903,0.0728960030612465,0.06849302653974305,0.009859471466180365,0.030120111034684104,0.08166969147005444,0.0673960417070435,0.047313173438466805,160,Stable
Alsandikai,0.1031765514254283,70.71,0.9889131240290384,2,0.028169014084507,0.0199185008784942,0.14440015709332316,0.0010505513018397737,0.004681172497664709,0.0,0.016630313956442433,0.047013466546456203,161,Stable
Mustard Oil,0.042961577896405,818.44,0.9596934805158992,33,0.2876339204648629,0.0613048151724449,0.05730705569528715,0.010727183730716225,0.05418270144235193,0.056261343012704176,0.06045977922615131,0.0454055541149287,162,Stable
Coconut Seed,0.0486801406077601,418.97,0.9356508923978556,8,0.340983606557377,0.1098937245980469,0.06557821040784417,0.012716837398008031,0.027736824230612127,0.010889292196007259,0.09652366140321667,0.04396751574806092,163,Stable
Jute,0.04357948989557,519.79,0.942416853111974,5,0.2695417789757412,0.100074782151237,0.058200784767050366,0.010052445071512674,0.03441135133023814,0.005444646098003629,0.08637472033203919,0.040356289623647144,164,Stable
Bengal Gram Dal (Chana Dal),0.035248956003915,525.96,0.960621622325509,23,0.241433829246799,0.0627089140284712,0.04615175459391607,0.009004171138630227,0.034819820207491595,0.038112522686025406,0.059067566511736724,0.03573192044969374,165,Stable
Wood,0.0338621575502571,66.23,0.9268757021631756,6,0.3506493506493506,0.1290232125404653,0.044145931602316626,0.013077317179395124,0.004384585695380197,0.007259528130671506,0.10968644675523664,0.03456894574097246,166,Stable
Kodo Millet(Varagu),0.0131072829934611,494.97,0.9137093945991508,2,0.2372881355932203,0.167788049773079,0.014126713983507986,0.00884955927142997,0.032768207483652965,0.0,0.1294359081012738,0.032419431724831554,167,Stable
Mahua Seed(Hippe seed),0.0779731674855452,0.0,1.0,2,0.0,0.0,0.10794675116444946,0.0,0.0,0.0,1.1102230246251565e-16,0.03238402534933485,168,Stable
Jamun(Narale Hannu),0.0749939540187096,0.0,1.0,2,0.0,0.0,0.10363770766003864,0.0,0.0,0.0,1.1102230246251565e-16,0.031091312298011608,169,Stable
Linseed,0.020369032394525,512.64,0.9486639222696052,7,0.221763085399449,0.0898699212753031,0.024629886863076704,0.008270559181357072,0.03393800408998496,0.009074410163339383,0.07700411659559225,0.028702265177932045,170,Stable
Taramira,0.0404044265694785,282.84,0.9694389357973848,2,0.0792079207920792,0.0560084579157661,0.05360846999884428,0.0029540254427969917,0.018724689990658835,0.0,0.045841596303922816,0.027442224804072723,171,Stable
Barley (Jau),0.0218266358095838,123.23,0.96549067016451,32,0.2259549448012709,0.0535490580967193,0.02673811999158006,0.008426892780342895,0.008158123135160828,0.0544464609800363,0.05176399475323523,0.02496902913058082,172,Stable
gulli,0.0112348139943953,424.26,0.9408739969504538,2,0.1578947368421052,0.111648439134718,0.011418431926027494,0.005888616507680844,0.028087034985988257,0.0,0.08868900457431927,0.023818441388074,173,Stable
Rubber,0.0257577380443344,614.0,0.983975148383212,4,0.0545950864422202,0.0279346340910077,0.03242394638112681,0.0020361003393254973,0.04064828049167206,0.003629764065335753,0.024037277425182135,0.022334433117814724,174,Stable
Guar Seed(Cluster Beans Seed),0.0194940383899573,189.84,0.9770466094868444,7,0.1076149425287356,0.0381862387442892,0.023364322218665502,0.00401345313796964,0.012567865746806229,0.009074410163339383,0.03443008576973339,0.016598186981247254,175,Stable
Foxtail Millet(Navane),0.023915335985935,91.92,0.9810251175330292,2,0.0485981308411214,0.0343640678707481,0.029759152229705522,0.0018124464515852537,0.00608532563973045,0.0,0.028462323700456316,0.014867270964822507,176,Stable
Coffee,0.0154129203417429,251.66,0.9931977325538008,3,0.0232919254658385,0.0117233453963831,0.01746151753140324,0.0008686623730274536,0.01666049880868761,0.0018148820326678765,0.010203401169298743,0.010499718993076957,177,Stable
Sugar,0.0102137304893226,34.01,0.9949122256133164,8,0.0242608036391205,0.0082511575568397,0.009941567883227653,0.0009047962690598806,0.0022515440057357763,0.010889292196007259,0.007631661580025484,0.00589265668998497,178,Stable
Kutki,0.003340267065513,95.46,0.9855613459907644,2,0.0368098159509202,0.0260284704731244,0.0,0.0013728063024041218,0.006319682175464194,0.0,0.02165798101385341,0.00485583516277188,179,Stable
